"","species","chemical","frequency","pmid"
"1075","Populus tremuloides","nitrogen",134,"36765024, 35909940, 34647850, 34002431, 33829296, 32296821, 32060731, 31465928, 30374799, 30242473, 29796707, 29036397, 28755489, 28377780, 28139323, 27943083, 27095257, 26099738, 25952793, 25538021, 24390622, 29160661, 24365739, 24363094, 24128849, 22961365, 22430845, 22011965, 21990024, 21971584, 21569493, 21441343, 20383395, 19383098, 19214586, 19203982, 19203932, 17404817, 16724272, 16468055, 16411958, 16137937, 16052378, 15448196, 12898383, 12651463, 12651406, 12647186, 12091154, 11960756, 11789920, 11504029, 11498339, 28547451, 28308783, 10449395, 28307511, 14759908, 24227583, 14965995, 28313388, 14972887, 28310837, 28311966, 14975856, 16346831"
"1076","Populus tremuloides","carbon",202,"36738259, 35909940, 35476522, 34054899, 34002431, 33831122, 33829296, 33221902, 33098664, 33013975, 32060731, 31094427, 29998567, 29727933, 29569245, 29036658, 29036599, 29036397, 28139323, 27744381, 27095257, 26975315, 26961755, 26663665, 26618605, 25926480, 25393098, 24394863, 29160661, 24338046, 24170204, 24130066, 23726059, 23504895, 23356555, 23347066, 22690910, 22665446, 22539635, 22167807, 21569493, 21444372, 20543045, 20302601, 20040108, 19754884, 19383098, 19214586, 19203961, 18643941, 18055435, 17403660, 17355947, 17286822, 16137937, 16137936, 16041614, 15948830, 15653811, 15448196, 14984933, 14562100, 12959530, 12898383, 12651509, 12651508, 12376645, 28547086, 11276418, 11234543, 35026932, 28308783, 10449395, 28307764, 28307762, 33863086, 14759827, 14759835, 28307218, 28307459, 14759908, 14965917, 14965916, 28313609, 16666747, 28311966"
"1077","Populus tremuloides","nickel",16,"36227867, 30552523, 30315518"
"1078","Populus tremuloides","copper",2,"36227867, 30552523"
"1079","Populus tremuloides","mercury",28,"35987220, 30552523, 20022867, 19350905, 15573605, 12959539, 11891251, 10557243"
"1080","Populus tremuloides","silver",7,"35448825, 25502441, 19788757, 7768893"
"1081","Populus tremuloides","p",8,"32471298, 29036599, 24338046, 19203961, 28312739, 14972887"
"1082","Populus tremuloides","zn",17,"32471298, 30552523, 20383395, 28312739"
"1083","Populus tremuloides","fe",2,"32471298"
"1084","Populus tremuloides","n",130,"31465928, 30374799, 28377780, 27095257, 29160661, 24363094, 24128849, 22961365, 22021010, 21389003, 19203982, 18027765, 16137937, 16041614, 12651463, 11789920, 28308783, 33862838, 28307221, 14972887, 28310837"
"1085","Populus tremuloides","w",3,"31094427"
"1086","Populus tremuloides","hg",1,"30552523"
"1087","Populus tremuloides","cadmium",1,"30552523"
"1088","Populus tremuloides","cd",1,"30552523"
"1089","Populus tremuloides","cobalt",1,"30552523"
"1090","Populus tremuloides","co",3,"30552523, 19754884, 12647186"
"1091","Populus tremuloides","pb",1,"30552523"
"1092","Populus tremuloides","cu",1,"30552523"
"1093","Populus tremuloides","oxygen",8,"29233849, 21502186, 12959530, 11891251, 11473716, 16666747"
"1094","Populus tremuloides","phosphorus",7,"29036599, 28377780, 24338046, 21389003, 28310837"
"1095","Populus tremuloides","calcium",11,"26831448, 19203982, 19203961, 17286823"
"1096","Populus tremuloides","ga",12,"21569133, 19228336, 15122019"
"1097","Populus tremuloides","al",25,"20383395, 19203961"
"1098","Populus tremuloides","aluminum",2,"19203961"
"1099","Populus tremuloides","magnesium",2,"19203961, 16668590"
"1100","Populus tremuloides","c",6,"16137937, 16041614, 11789920"
"1101","Populus tremuloides","potassium",10,"15095132"
"1102","Populus tremuloides","ba",3,"24248407"
"1103","Populus tremuloides","sulfur",2,"16661807"
"1104","Prunus pensylvanica","nitrogen",2,"35474687"
"1105","Prunus pensylvanica","phosphorus",2,"35474687"
"1106","Prunus pensylvanica","n",18,"35474687"
"1107","Prunus pensylvanica","p",7,"35474687"
"1108","Prunus pensylvanica","calcium",1,"35474687"
"1109","Prunus pensylvanica","magnesium",1,"35474687"
"1110","Prunus pensylvanica","mg",3,"35474687"
"1111","Prunus pensylvanica","potassium",1,"35474687"
"1112","Pteridium aquilinum","silver",4,"37484934, 26612497"
"1113","Pteridium aquilinum","n",6,"36789279, 26996523"
"1114","Pteridium aquilinum","cr",15,"36407553, 25087499, 17379275"
"1115","Pteridium aquilinum","as",10,"36407553, 24474610, 17256100, 16003579"
"1116","Pteridium aquilinum","cd",6,"36407553, 25087499, 24681360, 22946193, 17379275"
"1117","Pteridium aquilinum","pb",13,"36407553, 25087499, 24681360, 24474610, 22946193, 17379275, 16003579"
"1118","Pteridium aquilinum","sulfur",1,"36139233"
"1119","Pteridium aquilinum","ta",1,"34401084"
"1120","Pteridium aquilinum","calcium",4,"31179179, 26996523, 7191428"
"1121","Pteridium aquilinum","phosphorus",6,"27288285, 26996523, 24912219, 6683723"
"1122","Pteridium aquilinum","p",4,"27288285, 26996523, 17379275"
"1123","Pteridium aquilinum","nitrogen",4,"26996523, 24912219"
"1124","Pteridium aquilinum","carbon",7,"26996523, 26038271, 17207569, 16398109, 12586144, 24241984"
"1125","Pteridium aquilinum","magnesium",1,"26996523"
"1126","Pteridium aquilinum","potassium",2,"26996523, 24912219"
"1127","Pteridium aquilinum","molybdenum",1,"26996523"
"1128","Pteridium aquilinum","pt",2,"25292020, 3527566"
"1129","Pteridium aquilinum","chromium",1,"25087499"
"1130","Pteridium aquilinum","nickel",1,"25087499"
"1131","Pteridium aquilinum","co",2,"25087499, 17379275"
"1132","Pteridium aquilinum","cu",7,"25087499, 24681360, 18709927, 17379275"
"1133","Pteridium aquilinum","fe",7,"25087499, 24681360, 17379275, 17256100"
"1134","Pteridium aquilinum","zn",4,"25087499, 24681360, 22946193, 17379275"
"1135","Pteridium aquilinum","copper",12,"24912219, 18709927, 7080084"
"1136","Pteridium aquilinum","pu",1,"24552549"
"1137","Pteridium aquilinum","u",1,"24552549"
"1138","Pteridium aquilinum","arsenic",7,"24474610, 17256100, 16003579"
"1139","Pteridium aquilinum","sb",4,"24474610, 17379275"
"1140","Pteridium aquilinum","uranium",5,"24412774, 6683723"
"1141","Pteridium aquilinum","ra",5,"24412774"
"1142","Pteridium aquilinum","selenium",20,"23981002, 23274088, 21112370"
"1143","Pteridium aquilinum","manganese",1,"22946193"
"1144","Pteridium aquilinum","au",2,"17379275, 16003579"
"1145","Pteridium aquilinum","ba",1,"17379275"
"1146","Pteridium aquilinum","hg",1,"17379275"
"1147","Pteridium aquilinum","mg",3,"17379275, 17207569"
"1148","Pteridium aquilinum","s",1,"17379275"
"1149","Pteridium aquilinum","sr",1,"17379275"
"1150","Pteridium aquilinum","ti",1,"17379275"
"1151","Pteridium aquilinum","he",1,"16893598"
"1152","Pteridium aquilinum","pa",2,"8838633"
"1153","Pteridium aquilinum","w",1,"3690048"
"1154","Pyrola spp.","carbon",6,"33099700, 27323714, 22739710"
"1155","Pyrola spp.","n",1,"17089139"
"1156","Rhamalina intermedia","iron",1824,"37781720, 37705528, 37690980, 37519097, 20301599, 37325871, 37314331, 37147222, 36963988, 36958846, 36872867, 36847623, 36700398, 36699704, 36645727, 36606625, 36494300, 36466428, 36322932, 36295656, 36278522, 36077584, 35791444, 35783313, 35724580, 35289581, 35268804, 35106163, 34884261, 34843671, 34777785, 34775608, 34738740, 34675613, 34596897, 34562018, 34526831, 34296962, 34157011, 33895071, 33883962, 35937508, 33723861, 33677065, 33559685, 33275743, 33196416, 33188480, 33180328, 33024552, 32965605, 32685041, 32556142, 32427352, 32219031, 32118041, 32086653, 32042647, 31934316, 31899475, 31795139, 31674058, 31666842, 31638596, 31602527, 31554636, 31529486, 31497556, 31273613, 31205630, 31190573, 31114275, 31032672, 30924610, 30891614, 30858957, 30836423, 30745811, 30704764, 30588469, 30584959, 30521599, 30209118, 30200834, 30119651, 30106418, 29737522, 29546013, 29498084, 29493312, 29458731, 29390937, 29380178, 29359464, 29350657, 29232169, 29180398, 29075068, 28987275, 28824242, 28818403, 28801997, 28667274, 28623321, 28600663, 28589785, 28439891, 28408107, 28404539, 28341055, 28321531, 28316434, 28301910, 28211259, 27917462, 27900772, 27811859, 27809710, 27801327, 27755646, 27748513, 27706097, 27694441, 27660493, 27519943, 27441542, 27410488, 27381165, 27322087, 27296775, 27019793, 27008311, 26893541, 26818147, 26802257, 26801519, 26777753, 26670754, 26662717, 26596972, 26541064, 26479125, 26421179, 26405152, 26385212, 26325202, 26306069, 26276665, 26228763, 26214904, 26142330, 26114738, 26076396, 25922841, 25809173, 25745546, 25596269, 25574364, 28962376, 25557851, 25510144, 25504523, 25488617, 25486662, 25435731, 25435728, 25425686, 25330520, 25316103, 25312106, 25282488, 25247665, 25200112, 25110660, 25103117, 25062719, 25008893, 25002928, 24992281, 24951612, 24880340, 24795345, 24791210, 24790662, 24721683, 24719849, 24658077, 24604627, 24422369, 24374948, 24314836, 24294523, 24282296, 24116118, 24074485, 24056645, 24050879, 24014554, 23944608, 23848223, 23775258, 23729725, 23639773, 23599881, 23553596, 23426199, 23425967, 23329319, 23294457, 23293206, 23235469, 23223430, 23088733, 23045424, 22995637, 22973495, 22971536, 22965286, 22933160, 22859709, 22857801, 22839111, 22727143, 22698715, 22631038, 22631036, 22554902, 22545184, 22490684, 22449175, 22357467, 22213195, 27326288, 22096240, 22079388, 22075289, 22045566, 21975785, 21913989, 21865063, 21813448, 21791471, 21750926, 21705975, 21599436, 21576933, 21526074, 21494197, 21480999, 21480198, 21418744, 21417578, 21402483, 21342599, 21250971, 21238896, 20950401, 20945995, 20888299, 20877203, 20712796, 20712795, 20712789, 20658587, 20532993, 20524815, 20524812, 20492708, 20174612, 20143405, 20127662, 20098328, 20032507, 20016898, 20007138, 20001622, 20001620, 19903676, 19863539, 19817994, 19814715, 19783722, 19732137, 19717959, 19681884, 19678601, 19604239, 27265276, 19451301, 19337176, 19337167, 19165482, 21415986, 21415984, 21048578, 19059700, 19041360, 19006228, 18991651, 18728025, 18661491, 18638603, 18581254, 18581145, 18508795, 18274987, 18166793, 18028418, 17975016, 17911195, 17696211, 17608814, 17554789, 17488690, 17488680, 17474269, 17465943, 17299088, 17205488, 17177252, 17081784, 17074906, 17055118, 17007128, 16939499, 16935492, 16898958, 16821777, 16809886, 16755567, 16737833, 16540424, 16339664, 16339657, 16291734, 16220548, 16173974, 16164878, 16103716, 16012328, 15737890, 15680626, 15561674, 15531450, 15450007, 15327528, 15182054, 15153710, 15075083, 15010381, 14757977, 12904899, 12898807, 12876516, 12846901, 12803121, 12651274, 12576156, 12480689, 12430906, 12224008, 12221666, 12067534, 12007648, 11943067, 11886433, 11877258, 11787992, 11756150, 11737245, 11705942, 11687031, 11475035, 11167782, 11099903, 11029884, 10861818, 10851861, 10779423, 10477453, 10468869, 10442046, 10349508, 10342333, 10189832, 9916061, 9882096, 9859931, 9745886, 9668535, 9657318, 9627957, 9531618, 9573800, 9490701, 9415843, 9181265, 9056561, 9107524, 9051086, 8695819, 14653451, 7655028, 7548332, 8574230, 7893273, 7881161, 8126201, 7917009, 7887241, 7852033, 8153710, 8358907, 8374574, 8374573, 1467169, 1400984, 1586721, 1288798, 1798402, 1864209, 1880105, 1985702, 1887421, 2086386, 1701619, 2323131, 2316381, 2759323, 2735804, 2772554, 3168342, 3390555, 3390549, 3332112, 3430272, 3793233, 3311635, 3811987, 3787174, 3952467, 3906615, 4019734, 3970864, 3968464, 6505627, 6724353, 6695152, 6517228, 6442519, 6426238, 6857145, 7089477, 7111040, 7318837, 7329898, 7020771, 6974915, 7461943, 6968582, 90918, 284419, 758174, 708645, 1252369, 808939, 6019460"
"1157","Rhamalina intermedia","nitrogen",73,"37507453, 37421720, 37142031, 36258980, 36167972, 36118716, 35986253, 35802236, 35379855, 34940920, 34838385, 32984478, 31854793, 31110689, 30781572, 29965009, 29257998, 29209294, 29098561, 28626614, 28559913, 25946170, 24817095, 23995401, 23631116, 23102860, 21621645, 21316866, 19895397, 18581145, 18310868, 21642204, 16005484, 15986071, 15139185, 36056522, 11980445, 8713612, 8262355, 1663340, 3142200"
"1158","Rhamalina intermedia","lithium",6,"37485555, 32750671, 23594724, 2174240"
"1159","Rhamalina intermedia","titanium",66,"37444905, 37367261, 36640857, 36110822, 34991888, 34946084, 34683666, 33622023, 32901713, 32879714, 31592676, 31301809, 30188855, 27472955, 27058704, 26674427, 26461083, 25024367, 24656409, 23370877, 22727529, 21821331, 21492236, 15623054, 12814313, 12212679, 9509781, 9586470, 9151584, 8747674, 1317427, 1288798"
"1160","Rhamalina intermedia","carbon",100,"37421720, 37142031, 37000294, 36968380, 36893808, 36828423, 35802236, 35629713, 35212483, 35151750, 34142205, 32579519, 32190113, 31854793, 31110689, 31061264, 30127413, 29100679, 29098561, 28809955, 28804512, 28707658, 28667274, 28626614, 27542742, 27103628, 24548277, 24459150, 23631116, 23431775, 23266804, 23029303, 21850934, 19895397, 17912965, 17530390, 21642204, 17127663, 16009398, 15680626, 15548301, 15139185, 12387419, 11518336, 9767508, 9172861, 7686781, 2955585, 3711276, 4463352, 5700113"
"1161","Rhamalina intermedia","n",25,"37421720, 35546578, 32934288, 31061264, 29980710, 23431775, 18353326, 17526882, 17203432, 15211927, 36056522, 12679085, 10082160, 8275975, 2260977, 2349240, 6316293"
"1162","Rhamalina intermedia","ti",11,"37367261, 36110822, 34991888, 26674427, 25574364, 23370877, 21492236, 15506204"
"1163","Rhamalina intermedia","silver",52,"37341075, 33622023, 31301809, 28476998, 25650322, 25581046, 24068530, 21457185, 12594526, 12175619, 11482142, 11327077, 10695968, 10619066, 10089154, 1652534, 2549146, 2509633, 2998173, 4061881, 6468636, 6206623, 7145239, 1234389"
"1164","Rhamalina intermedia","c",30,"37211309, 36963559, 36273249, 33677065, 31061264, 28064049, 20799083, 15653922, 36056522, 12425858, 11279308, 11172463, 10682389, 9657321"
"1165","Rhamalina intermedia","oxygen",124,"37204148, 36847623, 36364694, 35961112, 35937023, 35753626, 35385767, 34102516, 33800047, 32670524, 31962136, 30119626, 27347826, 26875613, 26707733, 26216344, 25613926, 25039504, 24795345, 24658077, 24159688, 24116118, 23679350, 23564226, 23029303, 22545184, 22193554, 22079025, 21850934, 21082979, 20955352, 20833979, 20815047, 20570846, 20381790, 19768984, 19041360, 17912965, 17897190, 17142362, 17064390, 16673792, 16579700, 16197461, 16173974, 15670715, 15615828, 15548301, 14690405, 12797758, 11799736, 11273014, 10964021, 10959101, 10882533, 10699850, 10539886, 9662275, 9336899, 9089744, 8897855, 8952151, 8810530, 8770892, 8767150, 7668221, 7740086, 11536516, 24192935, 2399911, 2180421, 3955238, 3942130, 6469699, 7034014, 870104, 932520, 4824874, 4326743"
"1166","Rhamalina intermedia","co",22,"37142031, 36768429, 33223468, 31061264, 28818403, 26101061, 9767508, 2316381, 6875958, 6286948, 7252881"
"1167","Rhamalina intermedia","iodine",14,"37125513, 19150408, 11482142"
"1168","Rhamalina intermedia","br",2,"37026073, 31061264"
"1169","Rhamalina intermedia","phosphorus",20,"37000294, 36258980, 35909602, 34142205, 30516117, 29350657, 28270645, 27256348, 28959328, 26365703, 25946170, 23246765, 18581145, 18310868, 17277428, 21642204"
"1170","Rhamalina intermedia","potassium",34,"37000294, 36258980, 25946170, 19245409, 18581145, 15461364, 7600450, 8075878, 1656300, 2319302, 2181078, 2854222, 3227918, 2449252, 3514253, 2579351, 6193453, 7471174, 6276813"
"1171","Rhamalina intermedia","sodium",45,"36968802, 36258980, 27488102, 26365703, 21590705, 18581145, 17912965, 15461364, 8760097, 7588422, 1323666, 2333736, 2181078, 2316381, 2547175, 2854222, 2463328, 3316006, 2423930, 6850745, 6286948, 7127405, 6177419, 7471174, 7397761, 476809, 178449, 4442106"
"1172","Rhamalina intermedia","mg",20,"36968380, 36258980, 31671566, 29980710, 24843925, 24684943, 22628286, 12589956, 9549922, 8584110, 7127406, 808939"
"1173","Rhamalina intermedia","cobalt",15,"36958846, 12270786, 8262355, 1288798, 2319302, 2854222, 3811987, 2579351"
"1174","Rhamalina intermedia","zn",45,"36656051, 33837744, 33402424, 32934288, 32449450, 31671566, 31061264, 29980710, 28818403, 28626614, 15958206, 15488590, 12809284, 11787992, 2316381, 3811987, 808939"
"1175","Rhamalina intermedia","al",23,"36383257, 36284947, 31061264, 28818403, 22680302, 18400025, 15211927, 10914792, 9526910, 9073489, 9126624, 1337374"
"1176","Rhamalina intermedia","ta",2,"36339567, 24564835"
"1177","Rhamalina intermedia","sulfur",56,"36301704, 34392403, 32579519, 31838294, 31537147, 28674708, 27753430, 27694441, 27542742, 27430211, 26707733, 26604572, 25353947, 24918364, 23107050, 22368259, 22368239, 21160219, 20970324, 20572919, 20512389, 20173005, 20155507, 21386208, 19905954, 18436598, 17142362, 15680626, 15466547, 10635291, 9644202"
"1178","Rhamalina intermedia","cr",35,"36258980, 33819769, 31261945, 31111123, 31061264, 28818403, 26802257, 25879057, 24748334, 18360673, 15488590, 14708086, 11002412"
"1179","Rhamalina intermedia","calcium",216,"36258980, 35322425, 32871121, 32780228, 32188868, 31230388, 30772686, 29350657, 28801997, 27256348, 26802257, 26707733, 25621166, 25002928, 24314836, 23462381, 27820156, 21590705, 20513182, 19523399, 19456350, 19410352, 18310868, 18047553, 17912965, 17277428, 16943495, 16464653, 16339698, 15820939, 15466547, 15461364, 15233478, 12450517, 11781142, 11347302, 11089368, 10832097, 10495708, 10023807, 9886821, 9685212, 9681504, 9406433, 9048597, 8828489, 31159075, 8731436, 8843651, 7642257, 7722064, 7824080, 8026357, 1322227, 1323666, 1855455, 1857370, 1815265, 1797265, 2165430, 2323131, 2319302, 2181078, 3179442, 2854222, 2850536, 2463328, 2453981, 3666418, 30965482, 30965479, 3584418, 2433003, 3776097, 2426390, 2423930, 3711276, 3514253, 3021266, 4019734, 2579351, 6485634, 6234951, 6746463, 6713505, 6525622, 6194867, 6850745, 6826697, 6673790, 6286948, 7127406, 7127405, 6177419, 7341768, 7471174, 7285100, 6276813, 7252881, 7438194, 7397761, 476809, 13475630"
"1180","Rhamalina intermedia","magnesium",18,"36258980, 34634338, 19799627, 19455508, 9549922, 7127406, 7127405, 6177419, 7341768, 7471174, 808939, 13475630"
"1181","Rhamalina intermedia","ra",2,"36110822, 32901713"
"1182","Rhamalina intermedia","te",7,"36070584, 20658587, 19768984, 15016019"
"1183","Rhamalina intermedia","tc",34,"36070584, 31545933, 30488025, 25395219, 23890391, 22385543, 21431261, 17474893, 12378195, 7473013, 1832458, 1832457"
"1184","Rhamalina intermedia","manganese",10,"36053007, 25504523, 25103117, 15680626, 9069200"
"1185","Rhamalina intermedia","copper",40,"35961112, 33432439, 30200834, 30142655, 27854061, 26991390, 25103117, 21599436, 16238592, 15812857, 11932006, 11833716, 11327077, 8747674, 2316381, 3811987, 837462, 808939"
"1186","Rhamalina intermedia","cu",14,"35961112, 32449450, 31671566, 31061264, 29980710, 28818403, 21599436, 20036006, 15488590, 2316381, 3811987, 808939"
"1187","Rhamalina intermedia","mc",3,"35756019, 8549992"
