"","species","chemical","frequency","pmid","cid","cid_count"
"11","Mushrooms","free amino acids",21,"36222241, 35255289, 34520973, 34175630, 33233206, 32887476, 30592870, 30583411, 30206952, 30064799, 29717671, 29277224, 27649603, 27596407, 27476275, 26304449, 22339711, 7191608",NA,"0"
"12","Mushrooms","hemicellulose",51,"36200872, 36060741, 36010519, 35191774, 33084956, 32630357, 32570772, 32392710, 32084470, 31086063, 30317953, 29675903, 29362825, 29297329, 29082241, 29030967, 28885559, 26675911, 24027758, 23900906, 22805935, 25187132, 19212788, 19104437, 18982415, 18180966, 17625265, 16331453, 15756814, 11319115, 9170251, 2647418, 16347363",NA,"0"
"13","Mushrooms","peptides",30,"36160418, 36099828, 35159545, 35049431, 34990226, 34829260, 34441591, 34309037, 34132180, 33505054, 33268478, 32590929, 32013134, 31349587, 31108770, 31042589, 30608100, 29388355, 28890898, 28866879, 27910789, 24262574, 24215325, 10919355, 9644258, 4092876, 6893271",NA,"0"
"14","Mushrooms","bioethanol",7,"36155811, 32188049, 30500765, 28785311",NA,"0"
"15","Mushrooms","bio-oil",1,"36155811",NA,"0"
"16","Mushrooms","nitriles",1,"36144849",NA,"0"
"17","Mushrooms","epithionitriles",1,"36144849",NA,"0"
"18","Mushrooms","polysulfides",1,"36144849",NA,"0"
"19","Mushrooms","carbonyl compounds",1,"36144849",NA,"0"
"20","Mushrooms","r-l-cysteine sulfoxides",1,"36144849",NA,"0"
"21","Mushrooms","ergosta-5,7,",1,"36144225",NA,"0"
"22","Mushrooms","22-tetraen-3-ol",1,"36144225",NA,"0"
"23","Mushrooms","sclerotium",3,"36141009, 34981392, 27481299",NA,"0"
"24","Mushrooms","ptrss",1,"36141009",NA,"0"
"25","Mushrooms","lecp",4,"36139844",NA,"0"
"26","Mushrooms","1,1'-diphenyl-2-picrylhydrazyl",2,"36139844, 23553427",NA,"0"
"27","Mushrooms","2,2'-azino-bis(3-ethylbenzothiazoline-6-sulfonic acid",7,"36139844, 35446523, 33822502, 33536815, 28605321, 26633374, 21052547",NA,"0"
"28","Mushrooms","superoxide anion radicals",8,"36139844, 32558499, 32398969, 29428383, 27910755",NA,"0"
"29","Mushrooms","diene hydroperoxide",1,"36139844",NA,"0"
"30","Mushrooms","alpha-d-glc,  6)-beta-d-glcp-(",1,"36139844",NA,"0"
"31","Mushrooms",",  6)-alpha-d-galp",1,"36139844",NA,"0"
"32","Mushrooms","beta-d-manp",2,"36139844, 25600989",NA,"0"
"33","Mushrooms","ly2940002",1,"36133400",NA,"0"
"34","Mushrooms","radiocesium",113,"36129916, 35510072, 35358916, 34789824, 34634344, 34352577, 34134400, 34082364, 33271395, 32949874, 32931520, 32791375, 31660261, 31546076, 30806257, 30429521, 30340414, 29312835, 29124643, 28751728, 28334042, 28221918, 27473691, 27100277, 26623189, 26061207, 26048471, 25621976, 23259847, 18342998, 18191312, 17258362, 16628432, 16579546, 15919537, 15304977, 15172589, 11993947, 11089805, 9861731, 9467833, 9030839, 7710837, 1589573, 1925527, 1925522, 2001949, 1364413, 3660949",NA,"0"
"35","Mushrooms","polymeric substances",1,"36127518",NA,"0"
"36","Mushrooms","lipids",130,"36127518, 35798070, 35525176, 35442595, 35369040, 34509152, 34410111, 34375520, 34202105, 33917311, 33725544, 33463938, 33455975, 33426825, 33426823, 33276307, 33268175, 32695912, 32612025, 32462901, 32316680, 32298680, 32199145, 32119803, 32069862, 32036890, 31865422, 31554069, 31172167, 30922718, 29962433, 29717669, 29701491, 29514010, 29393350, 29293626, 29199584, 28121271, 28003804, 27798348, 27279439, 26756295, 26559859, 26028707, 24566434, 24266369, 24141410, 23879010, 23172575, 22577978, 22573010, 34662976, 21864091, 20351480, 20138104, 19699163, 19355906, 19326947, 18675349, 17988848, 17763763, 19070009, 16959482, 16362410, 16028987, 15749049, 15558276, 15544548, 15172827, 12866626, 12020804, 11465669, 10890508, 10347703, 8795938, 8654798, 31018285, 24430059, 2590487, 3443885, 568002, 568214, 14463602, 14463601, 13591267",NA,"0"
"37","Mushrooms","10(s)-hydroperoxide",2,"36122804",NA,"0"
"38","Mushrooms","(s)-hydroperoxide",3,"36122804",NA,"0"
"39","Mushrooms","linoleate 8-hydroperoxide",1,"36122804",NA,"0"
"40","Mushrooms","ddh2o",1,"36118772",NA,"0"
"41","Mushrooms","sarcin",1,"36113585",NA,"0"
"42","Mushrooms","cys18",2,"36113585",NA,"0"
"43","Mushrooms","umami peptide",4,"36099828",NA,"0"
"44","Mushrooms","umami peptides",5,"36099828, 31108770",NA,"0"
"45","Mushrooms","egtag",2,"36099828",NA,"0"
"46","Mushrooms","glu120",1,"36099828",NA,"0"
"47","Mushrooms","ser142",1,"36099828",NA,"0"
"48","Mushrooms","asp162",1,"36099828",NA,"0"
"49","Mushrooms","gln361",1,"36099828",NA,"0"
"50","Mushrooms","essential oil",15,"36099820, 32558504, 31024726, 26342920, 26207731, 25442609, 24295683, 15630278",NA,"0"
"51","Mushrooms","cjeo-csnp",2,"36099820",NA,"0"
"52","Mushrooms","corticin",3,"36094086",NA,"0"
"53","Mushrooms","essence extract",1,"36091751",NA,"0"
"54","Mushrooms","pro-vitamin d",1,"36080385",NA,"0"
"55","Mushrooms","provitamin-d4",1,"36080385",NA,"0"
"56","Mushrooms","vitamin-d3",1,"36080385",NA,"0"
"57","Mushrooms","le-dd10",2,"36063239",NA,"0"
"58","Mushrooms","glucotriose",1,"36041250",NA,"0"
"59","Mushrooms","(1 3)-beta-glucan",1,"36041250",NA,"0"
"60","Mushrooms","3)-alpha-glucan",1,"36041250",NA,"0"
"61","Mushrooms","selenium-polysaccharide",1,"36027667",NA,"0"
"62","Mushrooms","ps-se",2,"36027667",NA,"0"
"63","Mushrooms","sln-ps",1,"36027667",NA,"0"
"64","Mushrooms","nbsp",2,"36014403, 34440607",NA,"0"
"65","Mushrooms","vitamin-d",4,"36012852, 29179679",NA,"0"
"66","Mushrooms","flavan-3-ols",1,"36012645",NA,"0"
"67","Mushrooms","bis-cyclohexanone",1,"36004706",NA,"0"
"68","Mushrooms","oxalyldihydrazone",1,"36004706",NA,"0"
"69","Mushrooms","gold ii",1,"36004706",NA,"0"
"70","Mushrooms","betacyanins",6,"36000271, 33925891",NA,"0"
"71","Mushrooms","red acid",1,"36000271",NA,"0"
"72","Mushrooms","ga extract",2,"35997094",NA,"0"
"73","Mushrooms","dcf-da",2,"35997093, 32165203",NA,"0"
"74","Mushrooms","8-methoxypsoralan",1,"35993963",NA,"0"
"75","Mushrooms","pistillarin b",3,"35993962",NA,"0"
"76","Mushrooms","gl102",1,"35993960",NA,"0"
"77","Mushrooms","ganoderic acids",30,"35993960, 35695634, 34375519, 31865439, 31679226, 30182215, 28845774, 27649729, 27649602, 24941037, 24870062, 23610080, 22586399, 22380771, 19475376, 15217103, 9225603",NA,"0"
"78","Mushrooms","lipid peroxide",4,"35987007, 35250951, 30081376, 22639385",NA,"0"
"79","Mushrooms","1-methylindole-7-methoxy-3-carboxaldehyde",1,"35983727",NA,"0"
"80","Mushrooms","7-methoxyindole-3-carboxylic acid methyl ester",1,"35983727",NA,"0"
"81","Mushrooms","3-carboxaldehyde",1,"35983727",NA,"0"
"82","Mushrooms","tl663",2,"35983727",NA,"0"
"83","Mushrooms","nacl salt",1,"35971039",NA,"0"
"84","Mushrooms","1,6-beta-d-glcp",1,"35970367",NA,"0"
"85","Mushrooms","nacl solution",4,"35970367, 17457544, 15752007, 3443885",NA,"0"
"86","Mushrooms","essential oils",34,"35954019, 34073204, 31024726, 31002610, 30022505, 27494458, 27451148, 27030509, 26522671, 26342920, 26213082, 26207731, 25746409, 25473510, 25442609, 24295683, 15612768",NA,"0"
"87","Mushrooms","poly(butylene adipate-co-terephthalate)",1,"35954019",NA,"0"
"88","Mushrooms","ahcc",34,"35950537, 35514996, 35427820, 34086127, 31930148, 31618905, 27500458, 23694866, 22531483, 19699163, 19141700, 16362410, 12692142",NA,"0"
"89","Mushrooms","polynucleotides",1,"35940783",NA,"0"
"90","Mushrooms","floccose",1,"35938081",NA,"0"
"91","Mushrooms","drfp",4,"35933693",NA,"0"
"92","Mushrooms","propionic",2,"35933693, 35173256",NA,"0"
"93","Mushrooms","isobutyric",1,"35933693",NA,"0"
"94","Mushrooms","hexanoic acids",1,"35933693",NA,"0"
"95","Mushrooms","spiroganodermaines",1,"35931232",NA,"0"
"96","Mushrooms","spiroganodermaine",1,"35931232",NA,"0"
"97","Mushrooms","(-)-spiroganodermaine g",1,"35931232",NA,"0"
"98","Mushrooms","cyclopeptide",17,"35910917, 32396061, 32237919, 30062915, 27476461, 22184185, 17966265, 15707814, 15657006",NA,"0"
"99","Mushrooms","lep",13,"35907449, 35684548, 22791146, 22336004, 22085754",NA,"0"
"100","Mushrooms","lignocellulose",22,"35905953, 35649960, 34869993, 34737055, 33877414, 30944804, 30806269, 29297329, 29030967, 28483534, 27910761, 27500531, 26659563, 24693246, 17625265",NA,"0"
"101","Mushrooms","rtg4510",1,"35877305",NA,"0"
"102","Mushrooms","quaternary salts",1,"35874244",NA,"0"
"103","Mushrooms","4-substituted tryptamines",1,"35874244",NA,"0"
"104","Mushrooms","4-phosphoryloxy-n,n,n-trimethyltryptammonium",1,"35874244",NA,"0"
"105","Mushrooms","4-hydroxy-n,n,n-trimethyltryptammonium",1,"35874244",NA,"0"
"106","Mushrooms","4-ho-tmt",1,"35874244",NA,"0"
"107","Mushrooms","4-acetoxy-n,n,n-trimethyltryptammonium",1,"35874244",NA,"0"
"108","Mushrooms","4-aco-tmt",1,"35874244",NA,"0"
"109","Mushrooms","4-ho-dmet",1,"35874244",NA,"0"
"110","Mushrooms","4-ho-dmpt",1,"35874244",NA,"0"
"111","Mushrooms","4-ho-dmipt",1,"35874244",NA,"0"
"112","Mushrooms","quaternary tryptammonium",1,"35874244",NA,"0"
"113","Mushrooms","4-hydroxy quaternary tryptammonium",1,"35874244",NA,"0"
"114","Mushrooms","rl-ps",2,"35868286, 33940474",NA,"0"
"115","Mushrooms","eryngitins",1,"35868286",NA,"0"
"116","Mushrooms","pentose phosphate",2,"35865797, 35088592",NA,"0"
"117","Mushrooms","folates",13,"35859110, 33639081, 11368601, 2007897",NA,"0"
"118","Mushrooms","cmgls",1,"35816703",NA,"0"
"119","Mushrooms","(3-(4, 5-dimethylthiazol-2-yl)-2, 5-diphenyltetrazolium bromide",1,"35813084",NA,"0"
"120","Mushrooms","kamperferol",1,"35813084",NA,"0"
"121","Mushrooms","(2e,6e)-3,7,11,",1,"35784738",NA,"0"
"122","Mushrooms",",35-nonamethylhexatriaconta-2,6,34-triene-1",1,"35784738",NA,"0"
"123","Mushrooms","31-heptol",1,"35784738",NA,"0"
"124","Mushrooms","monomethyl-mercury",1,"35779096",NA,"0"
"125","Mushrooms","vitamin-b3",1,"35773270",NA,"0"
"126","Mushrooms","luhs245",1,"35741998",NA,"0"
"127","Mushrooms","acid aniline",3,"35737065",NA,"0"
"128","Mushrooms","alpha-glucans",21,"35736046, 33822505, 32413619, 32165203, 31697749, 29256842, 28718825, 27596390, 27438015, 24399760, 24083788, 20197785, 19902205, 19141700",NA,"0"
"129","Mushrooms","glucans",88,"35736046, 35633195, 35442592, 34575766, 34520973, 33920583, 33878360, 33276307, 32749098, 32653808, 32479021, 32344549, 32165203, 31936360, 31826486, 31679284, 31533688, 31457012, 31357717, 30935016, 30373293, 28895671, 28718825, 28421412, 27760471, 27596390, 25332995, 25332990, 24912704, 26785237, 23739801, 23625219, 22539071, 34662976, 21965406, 28824151, 20197785, 20045511, 19902205, 19571787, 19412609, 19144872, 19053851, 16428819, 12436306, 12226557, 11789883, 10702635, 10460691",NA,"0"
"130","Mushrooms","agnps",1,"35695640",NA,"0"
"131","Mushrooms","yct-bks",1,"35695639",NA,"0"
"132","Mushrooms","yct-q18",1,"35695639",NA,"0"
"133","Mushrooms","yct-q14",1,"35695639",NA,"0"
"134","Mushrooms","lucidones",1,"35695634",NA,"0"
"135","Mushrooms","r. pseudocyanoxantha",2,"35695590",NA,"0"
"136","Mushrooms","oxygen species",1,"35695590",NA,"0"
"137","Mushrooms","ws-qs",1,"35695587",NA,"0"
"138","Mushrooms","qs medium",1,"35695587",NA,"0"
"139","Mushrooms","2,2-diphenyl-1-picrylhydrazyl radicals",4,"35695587, 34477496, 26396326, 24425920",NA,"0"
"140","Mushrooms","linoleates",1,"35695586",NA,"0"
"141","Mushrooms","lactic",2,"35681303, 27464666",NA,"0"
"142","Mushrooms","succinic",3,"35681303, 29882939, 15853411",NA,"0"
"143","Mushrooms","alkaloid",2,"35675226, 31832297",NA,"0"
"144","Mushrooms","ethynyl-utp",1,"35671903",NA,"0"
"145","Mushrooms","exopolysaccharides",51,"35649960, 34884845, 34564672, 33562361, 33389854, 33171613, 32178622, 31679289, 31095342, 30439423, 30055556, 28094745, 27649730, 26756301, 25868404, 25746623, 23662613, 23510285, 22784237, 22778553, 22573010, 22506578, 34662976, 23510174, 22135904, 20706946, 18309284, 17457544, 16337299, 7574589",NA,"0"
"146","Mushrooms","exo-polysaccharide",4,"35649960, 28829786, 17512819",NA,"0"
"147","Mushrooms","sdgs",1,"35639107",NA,"0"
"148","Mushrooms","ergostane steroids",1,"35633195",NA,"0"
"149","Mushrooms","polyphenolic compounds",17,"35626955, 34982785, 34946590, 34945547, 31679227, 29622230, 26386393, 26180589, 25935479, 24628700, 16880621",NA,"0"
"150","Mushrooms","dais",1,"35617713",NA,"0"
"151","Mushrooms","dai-s",1,"35617713",NA,"0"
"152","Mushrooms","norlanostanoids",1,"35609755",NA,"0"
"153","Mushrooms","ganorbifates",2,"35609755",NA,"0"
"154","Mushrooms","trinorlanostanoids",1,"35609755",NA,"0"
"155","Mushrooms","3,4-seco-25,26,27-trinorlanostanoids",1,"35609755",NA,"0"
"156","Mushrooms","3,4-seco-25,26,27,28-tetranorlanostanoids",1,"35609755",NA,"0"
"157","Mushrooms","ganorbifate",1,"35609755",NA,"0"
"158","Mushrooms","3,4-seco-norlanostanoids",1,"35609755",NA,"0"
"159","Mushrooms","l. fungicola",1,"35602973",NA,"0"
"160","Mushrooms","rons",1,"35600869",NA,"0"
"161","Mushrooms","meroterpenoid",4,"35592305, 34805099, 32143018",NA,"0"
"162","Mushrooms","dimercochlearlactones",1,"35592305",NA,"0"
"163","Mushrooms","spirocochlealactone",1,"35592305",NA,"0"
"164","Mushrooms","methanolic",5,"35591784, 29199568, 28942500, 26349513, 25954966",NA,"0"
"165","Mushrooms","bisabolane sesquiterpenes",1,"35580000",NA,"0"
"166","Mushrooms","glyceride",1,"35580000",NA,"0"
"167","Mushrooms","donepezil hydroclhoride",1,"35576219",NA,"0"
"168","Mushrooms","carbohydrate biopolymers",1,"35536497",NA,"0"
"169","Mushrooms","shiitake",2,"35536497, 35404185",NA,"0"
"170","Mushrooms","reishi polysaccharides",1,"35536497",NA,"0"
"171","Mushrooms","diethylaminoethyl sephadex a-25",1,"35536497",NA,"0"
"172","Mushrooms","deae-sephadex a-25",1,"35536497",NA,"0"
"173","Mushrooms","dicb",4,"35514996",NA,"0"
"174","Mushrooms","r-cs",8,"35510072",NA,"0"
"175","Mushrooms","edodes",2,"35490968, 29773008",NA,"0"
"176","Mushrooms","irdye",1,"35489527",NA,"0"
"177","Mushrooms","irdye-dg",1,"35489527",NA,"0"
"178","Mushrooms","mrbcs",2,"35483531",NA,"0"
"179","Mushrooms","2 , 4-hydroxy- n , n -dimethyltryptamine",1,"35483009",NA,"0"
"180","Mushrooms","7 , 5-hydroxy- n , n -dimethyltryptamine",1,"35483009",NA,"0"
"181","Mushrooms","4-hydroxytryptamines",1,"35483009",NA,"0"
"182","Mushrooms","imhbs",2,"35483009",NA,"0"
"183","Mushrooms","5-hydroxytryptamines",1,"35483009",NA,"0"
"184","Mushrooms","mg593981",1,"35467942",NA,"0"
"185","Mushrooms","pdb medium",2,"35467942",NA,"0"
"186","Mushrooms","extract",3,"35467805, 34600952, 30123611",NA,"0"
"187","Mushrooms","sr-ee",1,"35467805",NA,"0"
"188","Mushrooms","sr-hf",3,"35467805",NA,"0"
"189","Mushrooms","hypotonic",1,"35467804",NA,"0"
"190","Mushrooms","buffered saline",1,"35467804",NA,"0"
"191","Mushrooms","octapeptide",8,"35456608, 34187333, 31846557, 29958410, 28866879, 28787470, 20889720, 1286940",NA,"0"
"192","Mushrooms","tg05",4,"35446524, 31679302",NA,"0"
"193","Mushrooms","2,2-diphenyl-1-picryl-hydrazy",1,"35446524",NA,"0"
"194","Mushrooms","2,2'-azobis-(3-ethylbenzothiazoline-6-sulfonic acid",1,"35446524",NA,"0"
"195","Mushrooms","diammonium 2,2'-azino-bis(3-ethylben-zothiazoline-6-sulfonate radical",1,"35446522",NA,"0"
"196","Mushrooms","aaps",8,"35446522, 34347994, 32450039",NA,"0"
"197","Mushrooms","aap-20",2,"35446522",NA,"0"
"198","Mushrooms","heteropolysaccharide",22,"35446522, 33900340, 33687093, 30145161, 27910772, 27261764, 26686187, 26034783, 25954913, 24978318, 23660002, 23106232, 7765244",NA,"0"
"199","Mushrooms","ccme",7,"35446521",NA,"0"
"200","Mushrooms","glfppc",2,"35446520",NA,"0"
"201","Mushrooms","glmppc",2,"35446520",NA,"0"
"202","Mushrooms","sevag",1,"35446520",NA,"0"
"203","Mushrooms","phenol-sulphuric acid",1,"35446520",NA,"0"
"204","Mushrooms","waa melanin",2,"35442596",NA,"0"
"205","Mushrooms","3,4-dihydroxyphenylalanine melanin",1,"35442596",NA,"0"
"206","Mushrooms","fiber",13,"35442595, 34100044, 33497213, 32865922, 32526952, 32036882, 31125946, 22539071, 15713030, 15266131, 12381127",NA,"0"
"207","Mushrooms","-carboxymethyl cellulose",1,"35421645",NA,"0"
"208","Mushrooms","acns",2,"35421645",NA,"0"
"209","Mushrooms","cmc-acns",2,"35421645",NA,"0"
"210","Mushrooms","trimitic",1,"35421618",NA,"0"
"211","Mushrooms","iron salts",1,"35408727",NA,"0"
"212","Mushrooms","fecl3 6h2o",4,"35408727",NA,"0"
"213","Mushrooms","feso4 7h2o",5,"35408727, 24266383",NA,"0"
"214","Mushrooms","fehbed",1,"35408727",NA,"0"
"215","Mushrooms","phenolic compounds",32,"35408727, 34705323, 34439572, 33729055, 32711864, 32709087, 32013134, 31842490, 31209936, 31186185, 31054663, 30073119, 29199554, 29168866, 28890898, 28534588, 28125070, 28094750, 27481157, 27279532, 26559700, 25505823, 24672576, 24083793, 23497872, 22812497, 23510176, 20550954, 19355906, 18616260, 18211355",NA,"0"
